nodesAttributes.Node,nodesAttributes.ZeroAct,nodesAttributes.UpAct,nodesAttributes.DownAct,nodesAttributes.AvgAct,nodesAttributes.NodeType
FZD10,100,0,0,0,
FZD5,100,0,0,0,
FZD9,100,0,0,0,
FZD2,100,0,0,0,
PPP3CA,100,0,0,0,
TP53RK,100,0,0,0,
PPP3CC,100,0,0,0,
SIK1,100,0,0,0,
KRT1,100,0,0,0,
POGLUT1,100,0,0,0,S
TXK,100,0,0,0,
BRD4,100,0,0,0,S
PTPN12,100,0,0,0,
PTPRG,100,0,0,0,
PTPRJ,100,0,0,0,S
BCKDK,100,0,0,0,S
RPAP2,100,0,0,0,S
TFG,100,0,0,0,S
ADIPOQ,100,0,0,0,S
NFX1,100,0,0,0,S
ROBO2,100,0,0,0,
ROBO1,100,0,0,0,
ROBO3,100,0,0,0,
SGK2,100,0,0,0,
SGK3,100,0,0,0,
NUAK2,100,0,0,0,
NUAK1,100,0,0,0,
LHX1,100,0,0,0,S
WNK1,100,0,0,0,
LIF,100,0,0,0,
VEGFA,100,0,0,0,
GXYLT2,100,0,0,0,S
FGFR3,100,0,0,0,
HBA1,100,0,0,0,
HBB,100,0,0,0,
FANCM,100,0,0,0,
IL31RA,100,0,0,0,
FNTB,100,0,0,0,S
PAK3,100,0,0,0,
PLAU,100,0,0,0,S
CAMK2D,100,0,0,0,
CDK6,100,0,0,0,
PAX7,100,0,0,0,
ACE,100,0,0,0,S
SLC30A9,100,0,0,0,S
PLAUR,100,0,0,0,
CENPX,100,0,0,0,S
CTDSP1,100,0,0,0,S
PIM2,100,0,0,0,
TLE4,100,0,0,0,S
SRPK1,100,0,0,0,
DEF6,100,0,0,0,
SNTA1,100,0,0,0,
CDKN3,100,0,0,0,S
EAF2,100,0,0,0,S
BDKRB2,100,0,0,0,
FGF11,100,0,0,0,S
OXSR1,100,0,0,0,
CDC14A,100,0,0,0,S
AMOT,100,0,0,0,S
THBS1,100,0,0,0,
IL31,100,0,0,0,S
CTDNEP1,100,0,0,0,S
PRKCH,100,0,0,0,S
NCOA4,100,0,0,0,S
PPP3CB,100,0,0,0,
AVPR2,100,0,0,0,
TMED10,100,0,0,0,S
NTF3,100,0,0,0,
PTPRH,100,0,0,0,
MRTFB,100,0,0,0,S
PTPRR,100,0,0,0,
CDK12,100,0,0,0,S
FGF14,100,0,0,0,S
DOK7,100,0,0,0,S
WWTR1,100,0,0,0,
CCNC,100,0,0,0,
ZNRF3,100,0,0,0,
HOOK2,100,0,0,0,S
NPFFR1,100,0,0,0,
DMPK,100,0,0,0,S
FES,100,0,0,0,
EFNA1,100,0,0,0,S
HTR7,100,0,0,0,
RTN4,100,0,0,0,S
YWHAE,100,0,0,0,
SFN,100,0,0,0,
EREG,100,0,0,0,
APOE,100,0,0,0,
CDK3,100,0,0,0,
AMHR2,100,0,0,0,
ADAM12,100,0,0,0,
SHC3,100,0,0,0,
PRKAR1A,100,0,0,0,
PRKAR1B,100,0,0,0,S
BRK1,100,0,0,0,S
CYFIP1,100,0,0,0,S
NHS,100,0,0,0,
PRKAR2A,100,0,0,0,
ZIC3,100,0,0,0,S
THBS2,100,0,0,0,S
NCKAP1,100,0,0,0,S
PRKAR2B,100,0,0,0,
BMP10,100,0,0,0,S
NF2,100,0,0,0,
HCRTR1,100,0,0,0,
SELPLG,100,0,0,0,S
UHMK1,100,0,0,0,S
CSN1S1,100,0,0,0,S
MAPK6,100,0,0,0,
AP2M1,100,0,0,0,
PPP2R5B,100,0,0,0,S
APPL1,100,0,0,0,
KPNA3,100,0,0,0,S
TFPI,100,0,0,0,S
DUSP7,100,0,0,0,S
BMP1,100,0,0,0,
HOXB7,100,0,0,0,S
C1QBP,100,0,0,0,S
PMP22,100,0,0,0,S
HMGA2,100,0,0,0,
CSF1R,100,0,0,0,
S1PR3,100,0,0,0,S
RPS6KB2,100,0,0,0,
USP24,100,0,0,0,S
RANBP9,100,0,0,0,
RAP1GDS1,69,31,0,31,S
SDF2L1,100,0,0,0,S
SKOR1,100,0,0,0,S
DYRK1B,100,0,0,0,
PPP1R2,100,0,0,0,
NRG3,100,0,0,0,S
CYSLTR1,100,0,0,0,S
VEGFC,100,0,0,0,S
VEGFD,100,0,0,0,S
MUL1,100,0,0,0,S
DNAJC3,100,0,0,0,S
HNF1B,100,0,0,0,
PCM1,100,0,0,0,S
NMBR,100,0,0,0,
PPP2R1A,100,0,0,0,
PIM3,100,0,0,0,
CCKBR,100,0,0,0,
GDF2,100,0,0,0,S
NSD2,100,0,0,0,S
EDNRB,100,0,0,0,
HCRTR2,100,0,0,0,
EFNA2,100,0,0,0,S
EFNA3,100,0,0,0,S
MBTPS1,100,0,0,0,S
ELOC,100,0,0,0,S
CAMK2B,100,0,0,0,
RFNG,100,0,0,0,S
CD74,100,0,0,0,
STK26,100,0,0,0,S
WNT5B,100,0,0,0,
PSTPIP1,100,0,0,0,
EZR,100,0,0,0,
P2RY4,100,0,0,0,S
PIK3C3,100,0,0,0,
F2RL2,100,0,0,0,
RASGEF1B,100,0,0,0,S
F2RL3,100,0,0,0,
XXYLT1,100,0,0,0,S
WNT7B,100,0,0,0,S
HP,100,0,0,0,S
AGTR1,100,0,0,0,
NUMA1,100,0,0,0,
NCBP1,100,0,0,0,S
FFAR4,100,0,0,0,S
TNKS2,100,0,0,0,S
FGF12,100,0,0,0,S
FGF13,100,0,0,0,S
FLCN,100,0,0,0,
HLA_G,100,0,0,0,S
AIMP1,100,0,0,0,
FPR2,100,0,0,0,
PTPRZ1,100,0,0,0,
ACVR2A,100,0,0,0,
GALR2,100,0,0,0,
CBFA2T3,100,0,0,0,
GDF11,100,0,0,0,S
GHSR,100,0,0,0,
PITX3,100,0,0,0,S
KPNA6,100,0,0,0,S
POU4F2,100,0,0,0,S
THPO,100,0,0,0,S
GPR84,100,0,0,0,S
HDAC7,100,0,0,0,
UIMC1,100,0,0,0,
GRK4,100,0,0,0,S
HDAC5,100,0,0,0,
IFNL2,100,0,0,0,S
RPGRIP1L,100,0,0,0,S
PRPF4B,100,0,0,0,S
HRH2,100,0,0,0,
RWDD3,100,0,0,0,S
HRH4,100,0,0,0,
RPL10,100,0,0,0,S
TP53INP1,100,0,0,0,
HTR1E,100,0,0,0,
TUBB,100,0,0,0,
HTR2B,100,0,0,0,
PPP2R2B,100,0,0,0,S
HRH3,100,0,0,0,
THRAP3,100,0,0,0,S
VRK2,100,0,0,0,S
WNT2,100,0,0,0,
MUTYH,100,0,0,0,S
PXN,100,0,0,0,
GIT1,100,0,0,0,
RASGEF1A,100,0,0,0,S
PBX1,100,0,0,0,
CSNK1G2,100,0,0,0,S
HMGA1,100,0,0,0,
TNKS,100,0,0,0,S
IL13,100,0,0,0,
HSPA1B,100,0,0,0,
PIK3AP1,100,0,0,0,S
CTNNA2,100,0,0,0,S
MYOCD,100,0,0,0,
DAB1,100,0,0,0,
PLK2,100,0,0,0,S
INHBA,100,0,0,0,
GNG12,100,0,0,0,
OSM,100,0,0,0,S
PTGER2,100,0,0,0,S
NXPH1,100,0,0,0,S
NKX3_1,100,0,0,0,
RXRG,100,0,0,0,
CDH2,100,0,0,0,
FOXC1,100,0,0,0,S
HSPG2,100,0,0,0,S
ITGB4,100,0,0,0,
DRD5,100,0,0,0,S
FNTA,100,0,0,0,
ZFP91,100,0,0,0,S
ITPRIPL1,100,0,0,0,S
SDHAF2,100,0,0,0,S
STK17A,100,0,0,0,S
CAPN3,100,0,0,0,
EDNRA,100,0,0,0,
MAST3,100,0,0,0,S
PCGF2,29,0,71,-71,S
TTF2,100,0,0,0,S
SERPINA1,100,0,0,0,S
SERPINC1,100,0,0,0,S
LTB4R2,100,0,0,0,S
DACT2,100,0,0,0,S
DOK4,100,0,0,0,
PNCK,100,0,0,0,S
MC4R,100,0,0,0,
PPP2R2A,100,0,0,0,
PPP2R5D,100,0,0,0,
PTH1R,100,0,0,0,
RNF43,100,0,0,0,
CCNY,100,0,0,0,S
GPR161,100,0,0,0,S
MMP3,100,0,0,0,S
TRIM11,100,0,0,0,S
TRIM24,100,0,0,0,S
PGF,100,0,0,0,S
ANGPT4,100,0,0,0,S
EFNA4,100,0,0,0,S
FGF19,100,0,0,0,S
FGF21,100,0,0,0,S
FGF23,100,0,0,0,S
FGF20,100,0,0,0,S
FGF5,100,0,0,0,S
FGF16,100,0,0,0,S
NTF4,100,0,0,0,S
BMP15,100,0,0,0,S
HIC1,100,0,0,0,
PIMREG,100,0,0,0,
PTGER1,100,0,0,0,S
TNFSF13,100,0,0,0,S
TEAD4,100,0,0,0,
PICALM,100,0,0,0,
TAOK3,100,0,0,0,
NUDT3,100,0,0,0,S
PRKAB1,100,0,0,0,
PTH,100,0,0,0,S
RASGEF1C,100,0,0,0,S
EPHA7,100,0,0,0,
EPHB3,100,0,0,0,
FGFR4,100,0,0,0,
INSRR,100,0,0,0,
MUSK,100,0,0,0,
ROS1,100,0,0,0,
TIE1,100,0,0,0,
PTK7,100,0,0,0,
DDR2,100,0,0,0,
EPHA2,100,0,0,0,
EPHA1,100,0,0,0,
EPHA6,100,0,0,0,
EPHA5,100,0,0,0,
EPHA8,100,0,0,0,
EPHB4,100,0,0,0,
EPHB2,100,0,0,0,
AATK,100,0,0,0,
IFNL3,100,0,0,0,S
IFNLR1,100,0,0,0,
NRTN,100,0,0,0,S
KPNA4,100,0,0,0,S
KRT14,100,0,0,0,S
ULBP2,100,0,0,0,S
NME2,100,0,0,0,
PCSK7,0,0,100,-100,S
PI4K2A,100,0,0,0,
TRIM27,100,0,0,0,
PTPRE,100,0,0,0,S
SIK2,100,0,0,0,
STK10,100,0,0,0,S
BRSK1,100,0,0,0,
LPAR4,100,0,0,0,
RGS6,100,0,0,0,S
LPAR6,100,0,0,0,S
LTB4R,100,0,0,0,S
LTBP2,100,0,0,0,S
TRIP11,100,0,0,0,
PDE4DIP,100,0,0,0,S
TFAP2B,100,0,0,0,S
TTBK1,100,0,0,0,S
TESK1,100,0,0,0,
PJA1,100,0,0,0,S
PAK4,100,0,0,0,
CFH,100,0,0,0,
PDK3,100,0,0,0,S
PTPN21,100,0,0,0,S
MELK,100,0,0,0,
SSH2,100,0,0,0,S
PDP1,100,0,0,0,S
PRKAG1,100,0,0,0,
TNIK,100,0,0,0,S
TSSK4,100,0,0,0,S
SSH1,100,0,0,0,
TNK2,100,0,0,0,
PTP4A3,100,0,0,0,S
KNL1,100,0,0,0,
STK24,100,0,0,0,
CLK4,100,0,0,0,S
RANBP17,100,0,0,0,S
SRPK2,100,0,0,0,
PDK4,100,0,0,0,S
PHF6,100,0,0,0,S
TNFSF15,100,0,0,0,S
POT1,100,0,0,0,S
ADORA3,100,0,0,0,S
NEB,100,0,0,0,
RND1,100,0,0,0,
ADRA1D,100,0,0,0,S
SEMA4D,100,0,0,0,S
UBE2A,100,0,0,0,
IFNL1,100,0,0,0,S
RAD1,100,0,0,0,
NTN4,100,0,0,0,S
SRGAP3,100,0,0,0,S
APH1A,100,0,0,0,
ARVCF,100,0,0,0,S
AVPR1B,100,0,0,0,
KPNB1,100,0,0,0,
ICK,100,0,0,0,
NME1,100,0,0,0,
GRIP1,100,0,0,0,S
IFNW1,100,0,0,0,S
GRPR,100,0,0,0,
BAIAP2,100,0,0,0,
GDNF,100,0,0,0,
NEK9,100,0,0,0,
TLK1,100,0,0,0,
MSH6,100,0,0,0,S
TEC,100,0,0,0,
PRSS21,100,0,0,0,S
CHRM5,100,0,0,0,S
TCEA1,100,0,0,0,S
TESK2,100,0,0,0,S
TOPORS,100,0,0,0,
PTPN22,100,0,0,0,
SIK3,100,0,0,0,
CTNND1,0,100,0,100,
SEMA3F,100,0,0,0,S
WNT3,100,0,0,0,S
SBDS,100,0,0,0,S
SEMA3A,100,0,0,0,S
WNT2B,100,0,0,0,S
SOCS6,100,0,0,0,S
TBL1XR1,100,0,0,0,
NSD1,100,0,0,0,S
WNT9B,100,0,0,0,S
MIF,100,0,0,0,S
RSPO1,100,0,0,0,S
CLK1,100,0,0,0,S
RAPGEF5,100,0,0,0,S
NIN,100,0,0,0,
TRIM21,100,0,0,0,S
DVL1P1,100,0,0,0,S
MAST2,100,0,0,0,S
GPC4,100,0,0,0,S
PKM,100,0,0,0,
LMO1,100,0,0,0,S
LPAR5,100,0,0,0,S
ANGPTL1,100,0,0,0,S
MAPK15,100,0,0,0,
MECOM,100,0,0,0,
PPM1L,100,0,0,0,S
SLX4,100,0,0,0,
NFIB,100,0,0,0,
APOA5,100,0,0,0,S
TEAD2,100,0,0,0,
RAD50,100,0,0,0,
GNAT1,100,0,0,0,
SF1,100,0,0,0,
FBXO11,100,0,0,0,S
MTMR4,100,0,0,0,S
TP53INP2,100,0,0,0,S
S1PR2,100,0,0,0,S
TCL1B,100,0,0,0,S
TEAD3,100,0,0,0,
GNG2,100,0,0,0,
MFF,100,0,0,0,
PTPN3,100,0,0,0,S
MFNG,100,0,0,0,S
MIB2,100,0,0,0,S
MLF1,100,0,0,0,S
BCORL1,100,0,0,0,S
CSNK1A1L,100,0,0,0,
MTNR1B,100,0,0,0,
PTGFR,100,0,0,0,S
SSTR3,100,0,0,0,
SARS,100,0,0,0,S
P2RY12,100,0,0,0,S
PTGER3,100,0,0,0,S
S1PR1,100,0,0,0,
TACR2,100,0,0,0,
NMUR1,100,0,0,0,
TBXA2R,100,0,0,0,
P2RY13,100,0,0,0,S
P2RY2,100,0,0,0,S
PTGER4,100,0,0,0,S
P2RY1,100,0,0,0,S
P2RY6,100,0,0,0,S
NR4A3,100,0,0,0,
PELI1,100,0,0,0,
SSTR5,100,0,0,0,
PRLHR,100,0,0,0,
PTGDR,100,0,0,0,S
OXGR1,100,0,0,0,S
P2RY11,100,0,0,0,S
TACR1,100,0,0,0,
UTS2R,100,0,0,0,
SSTR4,100,0,0,0,
P2RY14,100,0,0,0,
ADRB1,100,0,0,0,
OXTR,100,0,0,0,
TACR3,100,0,0,0,
PTGIR,100,0,0,0,S
P2RY10,100,0,0,0,S
NMUR2,100,0,0,0,
SPEN,100,0,0,0,
FFAR2,100,0,0,0,S
DRD4,100,0,0,0,S
GPR119,100,0,0,0,S
FFAR1,100,0,0,0,S
FFAR3,100,0,0,0,S
GALR1,100,0,0,0,
GALR3,100,0,0,0,
GPR132,100,0,0,0,S
GPR174,100,0,0,0,S
GPR17,100,0,0,0,S
GPR183,100,0,0,0,S
GPR34,100,0,0,0,S
GPR35,100,0,0,0,S
ASIP,100,0,0,0,S
DNM2,100,0,0,0,
GPR55,100,0,0,0,S
HRH1,100,0,0,0,
HTR1D,100,0,0,0,S
DUSP8,100,0,0,0,S
MC3R,100,0,0,0,
ADORA2B,100,0,0,0,S
ADRA2B,100,0,0,0,S
ADRA2C,100,0,0,0,S
CDK5R1,100,0,0,0,
HTR2C,100,0,0,0,
HTR6,100,0,0,0,
ADRA1B,100,0,0,0,
MRGPRX1,100,0,0,0,S
BCOR,100,0,0,0,S
CD3E,100,0,0,0,
CAST,100,0,0,0,S
CIITA,0,100,0,100,
GTF2F1,100,0,0,0,
EFNB3,100,0,0,0,S
GXYLT1,100,0,0,0,S
SOX3,100,0,0,0,S
AATF,100,0,0,0,
NUDCD2,100,0,0,0,S
APLNR,100,0,0,0,
AVPR1A,100,0,0,0,
MMP13,100,0,0,0,S
TEAD1,100,0,0,0,
TMOD1,100,0,0,0,S
CCKAR,100,0,0,0,
PTPN9,100,0,0,0,S
ASH2L,100,0,0,0,S
MRGPRX2,100,0,0,0,
TFAP4,100,0,0,0,S
AHR,100,0,0,0,
AIP,100,0,0,0,S
ARNT,100,0,0,0,
TPO,100,0,0,0,S
ZC3H12A,100,0,0,0,S
SNIP1,100,0,0,0,S
LHX3,100,0,0,0,
POU3F2,100,0,0,0,
MRE11,100,0,0,0,
ADAMTS13,100,0,0,0,S
TNFRSF21,100,0,0,0,
TRAF7,100,0,0,0,S
AHSA1,100,0,0,0,S
ARSA,100,0,0,0,S
APOA1,100,0,0,0,
BFAR,100,0,0,0,S
AFDN,100,0,0,0,
CAMK2G,100,0,0,0,
TET3,100,0,0,0,S
CDK14,100,0,0,0,
LDB1,100,0,0,0,S
AMER1,100,0,0,0,S
LMO3,100,0,0,0,S
LNX1,100,0,0,0,S
MAST1,100,0,0,0,S
MLNR,100,0,0,0,
MTSS1,100,0,0,0,S
NPFFR2,100,0,0,0,
PDP2,100,0,0,0,S
FSTL3,100,0,0,0,S
ITGB1BP1,100,0,0,0,S
MZF1,100,0,0,0,S
ELK1,100,0,0,0,
UBIAD1,100,0,0,0,S
CMA1,100,0,0,0,S
CTSG,100,0,0,0,S
CLK2,100,0,0,0,
MALT1,100,0,0,0,
ASPSCR1,100,0,0,0,S
PORCN,100,0,0,0,S
LMO2,100,0,0,0,S
WLS,100,0,0,0,S
S1PR5,100,0,0,0,S
CAMK1G,100,0,0,0,S
NPBWR1,100,0,0,0,
FPR1,100,0,0,0,
GRK3,100,0,0,0,S
SSH3,100,0,0,0,S
PLK4,100,0,0,0,
PPP2R1B,100,0,0,0,S
PRKD2,100,0,0,0,
STK38L,100,0,0,0,
MSX2,100,0,0,0,S
ADRB3,100,0,0,0,S
ANAPC2,100,0,0,0,
PRDM16,100,0,0,0,S
CYSLTR2,100,0,0,0,S
GNAO1,100,0,0,0,
EFNB1,100,0,0,0,
SRSF3,100,0,0,0,S
NEK1,100,0,0,0,S
INVS,100,0,0,0,S
FHL2,100,0,0,0,
STMN1,100,0,0,0,
FGFR1OP,100,0,0,0,S
GNB1,100,0,0,0,
GNB3,100,0,0,0,
GNG3,100,0,0,0,
GNGT1,100,0,0,0,
GPHA2,100,0,0,0,S
GPI,100,0,0,0,
GRB7,100,0,0,0,
AMH,100,0,0,0,S
GUCA2A,100,0,0,0,S
GUCA2B,100,0,0,0,S
HOOK3,100,0,0,0,S
HOXB8,0,0,100,-100,S
RAPGEF6,100,0,0,0,S
SRSF7,100,0,0,0,S
PTP4A2,100,0,0,0,S
IER3,100,0,0,0,
MTMR3,100,0,0,0,S
KISS1R,100,0,0,0,
KNSTRN,100,0,0,0,
RAG1,100,0,0,0,
RAG2,100,0,0,0,
PCBD1,100,0,0,0,S
SRCAP,100,0,0,0,S
TFDP1,100,0,0,0,
IL10RB,100,0,0,0,
IL17A,100,0,0,0,S
IL17B,100,0,0,0,S
RITA1,100,0,0,0,S
SEMA3C,100,0,0,0,S
DACT1,100,0,0,0,S
IL27,100,0,0,0,S
LIFR,100,0,0,0,
IL34,100,0,0,0,S
FST,100,0,0,0,
HMOX2,100,0,0,0,S
FURIN,100,0,0,0,S
BRSK2,100,0,0,0,
USP6,100,0,0,0,
PPP1R8,100,0,0,0,
TTL,100,0,0,0,
MMP1,100,0,0,0,
ACD,100,0,0,0,S
PPP6C,100,0,0,0,S
OMG,100,0,0,0,S
EPN1,100,0,0,0,
EXTL1,100,0,0,0,S
CDO1,100,0,0,0,S
INHA,100,0,0,0,S
RPA2,100,0,0,0,
IRF2BP2,100,0,0,0,S
EAF1,100,0,0,0,S
AXIN2,100,0,0,0,
FBXO32,100,0,0,0,S
FERMT1,100,0,0,0,S
FERMT3,100,0,0,0,S
FERMT2,100,0,0,0,S
GPER1,100,0,0,0,S
AGTR2,100,0,0,0,S
SEPT12,100,0,0,0,S
LRP1B,100,0,0,0,S
CHN1,100,0,0,0,S
RHOH,100,0,0,0,S
TET1,100,0,0,0,
USP8,100,0,0,0,
TLX3,100,0,0,0,S
SREBF2,100,0,0,0,
EIF3E,100,0,0,0,
CD274,100,0,0,0,
DDX20,100,0,0,0,S
SETBP1,100,0,0,0,S
CDKN2AIP,100,0,0,0,
FHIT,100,0,0,0,S
RPL5,100,0,0,0,S
NKD1,100,0,0,0,S
KTN1,100,0,0,0,
EIF3F,100,0,0,0,
CDK20,100,0,0,0,S
PIK3R3,100,0,0,0,
OGT,100,0,0,0,
NSD3,0,0,100,-100,S
DTX4,100,0,0,0,S
GMPS,100,0,0,0,
PATZ1,100,0,0,0,S
MMP9,100,0,0,0,
MTCH2,100,0,0,0,S
STIL,100,0,0,0,S
POU2AF1,0,0,100,-100,S
FBXO22,100,0,0,0,S
CLCF1,100,0,0,0,S
CNTF,100,0,0,0,S
PSPN,100,0,0,0,S
CRTC3,100,0,0,0,
ABI1,100,0,0,0,
HIST1H2AI,100,0,0,0,
ACP1,100,0,0,0,S
NDRG1,100,0,0,0,
BMP7,100,0,0,0,
ANKRD6,100,0,0,0,S
APH1B,100,0,0,0,S
ARTN,100,0,0,0,S
AURKC,100,0,0,0,S
WNT8B,100,0,0,0,S
BMP4,100,0,0,0,
UBC,100,0,0,0,
UCHL1,100,0,0,0,S
DYRK3,100,0,0,0,S
TARBP2,100,0,0,0,S
GPC3,100,0,0,0,S
LIPH,100,0,0,0,S
SLIT2,100,0,0,0,
CDKN2B,0,100,0,100,S
PTPN14,100,0,0,0,S
RBM15,100,0,0,0,S
CTGF,100,0,0,0,S
CD55,100,0,0,0,S
SH3BP4,100,0,0,0,S
ADIPOR2,100,0,0,0,
FAM107A,100,0,0,0,S
FHL1,100,0,0,0,
NDN,100,0,0,0,S
TSHB,100,0,0,0,S
CNTN6,100,0,0,0,S
KDM2A,100,0,0,0,S
MAP1LC3C,100,0,0,0,
PRCC,100,0,0,0,S
NFATC2,100,0,0,0,
SND1,100,0,0,0,
MYLK2,100,0,0,0,
CP,100,0,0,0,
DLK2,100,0,0,0,S
TLE2,100,0,0,0,S
PRRX1,100,0,0,0,
KLF4,100,0,0,0,
GRN,100,0,0,0,S
UBASH3B,100,0,0,0,S
ZBTB14,100,0,0,0,
MRTFA,100,0,0,0,
TNFRSF25,100,0,0,0,
MAP4K5,100,0,0,0,S
ZNF521,0,0,100,-100,S
MBTPS2,100,0,0,0,S
RABGEF1,100,0,0,0,
RIPK3,100,0,0,0,
HSPA2,100,0,0,0,S
CRYBB2,100,0,0,0,
SS18L1,100,0,0,0,S
SEMA7A,100,0,0,0,S
APP,100,0,0,0,
TBX2,100,0,0,0,S
RPN1,100,0,0,0,S
HTR1F,100,0,0,0,
COPS3,100,0,0,0,
ERCC2,100,0,0,0,
FHL5,0,100,0,100,S
FIP1L1,100,0,0,0,S
FKBP5,100,0,0,0,
FBN1,100,0,0,0,
EYA3,100,0,0,0,S
NODAL,100,0,0,0,
FGG,100,0,0,0,
BMX,100,0,0,0,
VWF,100,0,0,0,
CRYAA,100,0,0,0,
ENPP1,100,0,0,0,
PAFAH1B1,100,0,0,0,
PFN1,100,0,0,0,
JAZF1,0,100,0,100,S
STYX,100,0,0,0,S
ATXN2L,100,0,0,0,S
CEBPE,100,0,0,0,S
PDHX,100,0,0,0,S
AHSP,100,0,0,0,S
SATB2,100,0,0,0,S
ADIPOR1,100,0,0,0,
STAT4,100,0,0,0,
HMOX1,100,0,0,0,
MSI1,100,0,0,0,S
PPP2R2C,100,0,0,0,S
GCHFR,100,0,0,0,S
NPLOC4,100,0,0,0,
VCP,100,0,0,0,
UFD1,100,0,0,0,
CGB7,100,0,0,0,S
BNIP2,100,0,0,0,
SORBS1,100,0,0,0,
CAPRIN2,100,0,0,0,S
HOXD9,100,0,0,0,S
BTG1,100,0,0,0,S
OFD1,100,0,0,0,S
CDC5L,100,0,0,0,
PLRG1,100,0,0,0,S
C1D,100,0,0,0,S
POU4F1,100,0,0,0,
RCAN1,100,0,0,0,
SLK,100,0,0,0,
SEPT7,100,0,0,0,S
SMCR8,100,0,0,0,S
TNFSF4,100,0,0,0,S
GAST,100,0,0,0,S
ABCA1,100,0,0,0,
MAP3K12,100,0,0,0,
MPO,100,0,0,0,
MTTP,100,0,0,0,S
BORA,100,0,0,0,
CRIPAK,100,0,0,0,S
APOB,100,0,0,0,
EFEMP2,100,0,0,0,
LOX,100,0,0,0,S
PTX3,100,0,0,0,S
CNKSR2,100,0,0,0,S
CCP110,100,0,0,0,S
SEPT9,100,0,0,0,S
CEP290,100,0,0,0,
NR2E3,100,0,0,0,S
DISC1,100,0,0,0,S
CLIP1,100,0,0,0,
TCF3,100,0,0,0,
ARF1,100,0,0,0,
PPM1M,100,0,0,0,S
ACTB,100,0,0,0,
BCAR3,100,0,0,0,S
ARHGEF6,100,0,0,0,
ACTN1,100,0,0,0,
ASAP2,100,0,0,0,
ARHGAP24,100,0,0,0,
ARHGAP26,100,0,0,0,
ARPC2,100,0,0,0,
VCL,100,0,0,0,
TRIO,31,69,0,69,S
ARHGAP5,100,0,0,0,
VASP,100,0,0,0,
PARVA,100,0,0,0,S
PTPRO,100,0,0,0,S
ILKAP,100,0,0,0,S
SLC9A1,100,0,0,0,
LPP,100,0,0,0,
NEDD9,100,0,0,0,
ZYX,100,0,0,0,
DAG1,100,0,0,0,
ELMO1,100,0,0,0,
ITGA5,100,0,0,0,
ASAP1,100,0,0,0,
TNS1,100,0,0,0,
PLD1,100,0,0,0,
DOCK1,100,0,0,0,
ITGB6,100,0,0,0,
ITGA6,100,0,0,0,
ITGAM,100,0,0,0,
ITGAE,100,0,0,0,
ITGA2,100,0,0,0,
ITGA1,100,0,0,0,
ITGB8,100,0,0,0,
ITGB2,100,0,0,0,
ITGB3,100,0,0,0,
ITGAL,100,0,0,0,
VAV3,100,0,0,0,
ITGAX,100,0,0,0,
ITGA8,100,0,0,0,
ITGAV,100,0,0,0,
ITGA9,100,0,0,0,
ITGA7,100,0,0,0,
ARHGAP35,100,0,0,0,
ITGB5,100,0,0,0,
RDX,100,0,0,0,
ITGB7,100,0,0,0,
ITGA4,100,0,0,0,
ITGA10,100,0,0,0,
ITGAD,100,0,0,0,
ITGA11,100,0,0,0,
THY1,100,0,0,0,
ITGA3,100,0,0,0,
IL2RA,100,0,0,0,
IL13RA2,100,0,0,0,
IL25,100,0,0,0,S
LAMA1,100,0,0,0,
PLG,100,0,0,0,
COL2A1,100,0,0,0,
LAMB1,100,0,0,0,S
DUSP18,100,0,0,0,S
ADAM9,100,0,0,0,S
VCAM1,100,0,0,0,S
ADAM15,100,0,0,0,
MADCAM1,100,0,0,0,S
LTF,100,0,0,0,
NTNG1,100,0,0,0,S
NTN3,100,0,0,0,S
RGMA,100,0,0,0,S
PTDSS1,100,0,0,0,S
NRP1,100,0,0,0,
PROCR,100,0,0,0,
COL5A3,100,0,0,0,S
TF,100,0,0,0,
HAS2,100,0,0,0,
CALR,100,0,0,0,S
COL18A1,100,0,0,0,
PROC,100,0,0,0,
SEMA5A,100,0,0,0,S
SEMA3E,100,0,0,0,S
NCAM1,100,0,0,0,S
GDF5,100,0,0,0,
HDC,100,0,0,0,S
AANAT,100,0,0,0,S
TPH1,100,0,0,0,S
HPGDS,100,0,0,0,S
FSHB,100,0,0,0,S
TRH,100,0,0,0,S
GHRH,100,0,0,0,S
GAD1,100,0,0,0,S
INHBB,100,0,0,0,S
LAMA5,100,0,0,0,S
TNFSF8,100,0,0,0,S
TNFSF18,100,0,0,0,S
TNFSF12,100,0,0,0,S
PVR,100,0,0,0,S
CD58,100,0,0,0,S
CCL18,100,0,0,0,S
CCL16,100,0,0,0,S
NECTIN3,100,0,0,0,S
HLA_E,100,0,0,0,
INHBC,100,0,0,0,S
CD48,100,0,0,0,S
NECTIN2,100,0,0,0,S
HLA_C,100,0,0,0,S
INHBE,100,0,0,0,S
DPP4,100,0,0,0,
ICOSLG,100,0,0,0,S
PDCD1LG2,100,0,0,0,S
COL4A1,100,0,0,0,S
HLA_A,100,0,0,0,S
MFAP5,100,0,0,0,S
RNASE2,100,0,0,0,S
SPP1,100,0,0,0,S
TNC,100,0,0,0,S
ZG16B,100,0,0,0,S
A2M,100,0,0,0,S
ADAM23,100,0,0,0,S
ADAM2,100,0,0,0,S
BMP6,100,0,0,0,S
CCL28,100,0,0,0,S
CD24,100,0,0,0,S
CD34,100,0,0,0,S
CHAD,100,0,0,0,S
COL1A2,100,0,0,0,
